generation_id,created_at,cost_total,cost_web_search,cost_cache,cost_file_processing,byok_usage_inference,tokens_prompt,tokens_completion,tokens_reasoning,model_permaslug,provider_name,variant,cancelled,streamed,user,finish_reason_raw,finish_reason_normalized,generation_time_ms,time_to_first_token_ms,app_name,api_key_name
gen-1765911246-hkFUzFGrraqAGj0S6hMV,2025-12-16 18:54:06.915,0.000998,,-0.000023,0,0,4076,4,0,meta-llama/llama-3.3-70b-instruct,Crusoe,standard,false,true,,stop,stop,34,501,,trabalho-deep-learning-mestrado
gen-1765911246-xOg9qhzPXlzjlxkH2gb3,2025-12-16 18:54:06.324,0.001276,,-0.00003,0,0,5216,4,0,meta-llama/llama-3.3-70b-instruct,Crusoe,standard,false,true,,stop,stop,33,493,,trabalho-deep-learning-mestrado
gen-1765911245-kfL6s85WJcoNRk6506sQ,2025-12-16 18:54:05.752,0.001152,,-0.00003,0,0,4721,4,0,meta-llama/llama-3.3-70b-instruct,Crusoe,standard,false,true,,stop,stop,38,473,,trabalho-deep-learning-mestrado
gen-1765911245-nJA6H7kIVfowYgkD4enV,2025-12-16 18:54:05.145,0.001366,,-0.000026,0,0,5561,4,0,meta-llama/llama-3.3-70b-instruct,Crusoe,standard,false,true,,stop,stop,31,516,,trabalho-deep-learning-mestrado
gen-1765911244-TsRmoZepyoQdHVLzYZSm,2025-12-16 18:54:04.563,0.001099,,-0.00003,0,0,4509,4,0,meta-llama/llama-3.3-70b-instruct,Crusoe,standard,false,true,,stop,stop,54,464,,trabalho-deep-learning-mestrado
gen-1765911243-JXt8tXa6VLD9XM42vU1c,2025-12-16 18:54:03.703,0.001416,,-0.00003,0,0,5776,4,0,meta-llama/llama-3.3-70b-instruct,Crusoe,standard,false,true,,stop,stop,33,523,,trabalho-deep-learning-mestrado
gen-1765911243-PW9dZaPYp7VJrxkg8WJD,2025-12-16 18:54:03.163,0.000912,,-0.00003,0,0,3759,4,0,meta-llama/llama-3.3-70b-instruct,Crusoe,standard,false,true,,stop,stop,32,437,,trabalho-deep-learning-mestrado
gen-1765911242-yrVhatNF456Ze6Hyus4R,2025-12-16 18:54:02.542,0.001312,,-0.000023,0,0,5331,4,0,meta-llama/llama-3.3-70b-instruct,Crusoe,standard,false,true,,stop,stop,32,514,,trabalho-deep-learning-mestrado
gen-1765911241-CdSp0JMRIo5XWQUVRywn,2025-12-16 18:54:01.808,0.001671,,-0.00003,0,0,6796,4,0,meta-llama/llama-3.3-70b-instruct,Crusoe,standard,false,true,,stop,stop,38,605,,trabalho-deep-learning-mestrado
gen-1765911241-Bw9Y687MQ63KvtrwdhWD,2025-12-16 18:54:01.085,0.001162,,-0.00003,0,0,4759,4,0,meta-llama/llama-3.3-70b-instruct,Crusoe,standard,false,true,,stop,stop,31,618,,trabalho-deep-learning-mestrado
gen-1765911240-pN2sczNcUtlfy56mDMyh,2025-12-16 18:54:00.363,0.001147,,-0.00003,0,0,4702,4,0,meta-llama/llama-3.3-70b-instruct,Crusoe,standard,false,true,,stop,stop,52,610,,trabalho-deep-learning-mestrado
gen-1765911228-Gu7PctFobDnmXtU6lPHl,2025-12-16 18:53:48.831,0.001118,,,0,0,5076,4,0,meta-llama/llama-3.3-70b-instruct,Parasail,standard,false,true,,stop,stop,0,1039,,trabalho-deep-learning-mestrado
gen-1765911228-jic4A0Ox0woy0mh9Nj2K,2025-12-16 18:53:48.248,0.001201,,-0.00003,0,0,4917,4,0,meta-llama/llama-3.3-70b-instruct,Crusoe,standard,false,true,,stop,stop,32,480,,trabalho-deep-learning-mestrado
gen-1765911227-3vOMISSzqedFBYnPcmKa,2025-12-16 18:53:47.628,0.001407,,-0.000023,0,0,5711,4,0,meta-llama/llama-3.3-70b-instruct,Crusoe,standard,false,true,,stop,stop,33,508,,trabalho-deep-learning-mestrado
gen-1765911227-aKbrfXiNkz27hmeMhMad,2025-12-16 18:53:47.131,0.000196,,-0.000023,0,0,865,4,0,meta-llama/llama-3.3-70b-instruct,Crusoe,standard,false,true,,stop,stop,32,395,,trabalho-deep-learning-mestrado
gen-1765911226-EHBbGC29CXzAB4K44qjY,2025-12-16 18:53:46.533,0.001296,,-0.00003,0,0,5298,4,0,meta-llama/llama-3.3-70b-instruct,Crusoe,standard,false,true,,stop,stop,32,498,,trabalho-deep-learning-mestrado
gen-1765911225-tT5ZI4dmJOhGD67eNU2u,2025-12-16 18:53:45.909,0.00112,,-0.00003,0,0,4594,4,0,meta-llama/llama-3.3-70b-instruct,Crusoe,standard,false,true,,stop,stop,0,557,,trabalho-deep-learning-mestrado
gen-1765911220-Y7bsMsg05AwgZ2zH23EU,2025-12-16 18:53:40.625,0.000388,,,0,0,3589,4,0,meta-llama/llama-3.3-70b-instruct,Novita,standard,false,true,,stop,stop,1,4885,,trabalho-deep-learning-mestrado
gen-1765911220-wX7hSsV1bWcyto3m74VF,2025-12-16 18:53:40.050,0.001136,,-0.00003,0,0,4657,4,0,meta-llama/llama-3.3-70b-instruct,Crusoe,standard,false,true,,stop,stop,29,459,,trabalho-deep-learning-mestrado
gen-1765911219-RiUSpX4u0IJO89uuFtY6,2025-12-16 18:53:39.413,0.00149,,-0.00003,0,0,6072,4,0,meta-llama/llama-3.3-70b-instruct,Crusoe,standard,false,true,,stop,stop,32,529,,trabalho-deep-learning-mestrado
gen-1765911217-QsUsL1CQw9EqCyCrMOxq,2025-12-16 18:53:37.641,0.002067,,,0,0,5165,4,0,meta-llama/llama-3.3-70b-instruct,Hyperbolic,standard,false,true,,stop,stop,31,1452,,trabalho-deep-learning-mestrado
gen-1765911217-HgTZJftvd1TAExCWNQI4,2025-12-16 18:53:37.043,0.001331,,-0.00003,0,0,5435,4,0,meta-llama/llama-3.3-70b-instruct,Crusoe,standard,false,true,,stop,stop,32,496,,trabalho-deep-learning-mestrado
gen-1765911216-fJm5GO9JNVhl3T7jwi1X,2025-12-16 18:53:36.501,0.000787,,-0.00003,0,0,3260,4,0,meta-llama/llama-3.3-70b-instruct,Crusoe,standard,false,true,,stop,stop,32,453,,trabalho-deep-learning-mestrado
gen-1765911215-nGFixXIsyTdQqXhqGbcx,2025-12-16 18:53:35.790,0.00156,,-0.000023,0,0,6323,4,0,meta-llama/llama-3.3-70b-instruct,Crusoe,standard,false,true,,stop,stop,31,597,,trabalho-deep-learning-mestrado
gen-1765911215-ppjwTDcdjR8fzxbveNtM,2025-12-16 18:53:35.023,0.00181,,-0.00003,0,0,7353,4,0,meta-llama/llama-3.3-70b-instruct,Crusoe,standard,false,true,,stop,stop,33,654,,trabalho-deep-learning-mestrado
gen-1765911214-PKeF9ixxnWiWwYU0ApGY,2025-12-16 18:53:34.264,0.002022,,-0.000023,0,0,8170,4,0,meta-llama/llama-3.3-70b-instruct,Crusoe,standard,false,true,,stop,stop,37,656,,trabalho-deep-learning-mestrado
gen-1765911212-khIBerNle6eDJQzPPEXs,2025-12-16 18:53:32.657,0.000474,,,0,0,4384,4,0,meta-llama/llama-3.3-70b-instruct,Novita,standard,false,true,,stop,stop,3,1308,,trabalho-deep-learning-mestrado
gen-1765911212-4AdEW7pcvyaqBPxnCor1,2025-12-16 18:53:32.087,0.001035,,-0.000026,0,0,4239,4,0,meta-llama/llama-3.3-70b-instruct,Crusoe,standard,false,true,,stop,stop,33,461,,trabalho-deep-learning-mestrado
gen-1765911211-c0wVlQsF1LRD6IXEu7Nn,2025-12-16 18:53:31.463,0.001519,,-0.000026,0,0,6174,4,0,meta-llama/llama-3.3-70b-instruct,Crusoe,standard,false,true,,stop,stop,32,527,,trabalho-deep-learning-mestrado
gen-1765911210-HD9r72ixAtpWaOBnNViY,2025-12-16 18:53:30.781,0.001642,,-0.00003,0,0,6682,4,0,meta-llama/llama-3.3-70b-instruct,Crusoe,standard,false,true,,stop,stop,33,588,,trabalho-deep-learning-mestrado
gen-1765911210-vrmhG7VZk220VsXEaajA,2025-12-16 18:53:30.176,0.00139,,-0.000026,0,0,5658,4,0,meta-llama/llama-3.3-70b-instruct,Crusoe,standard,false,true,,stop,stop,34,514,,trabalho-deep-learning-mestrado
gen-1765911209-ammfbDajLnfYm2xa68iT,2025-12-16 18:53:29.471,0.001805,,-0.00003,0,0,7332,4,0,meta-llama/llama-3.3-70b-instruct,Crusoe,standard,false,true,,stop,stop,34,611,,trabalho-deep-learning-mestrado
gen-1765911208-BNU77fjEVtmvDZb9vLTv,2025-12-16 18:53:28.698,0.001911,,-0.000023,0,0,7728,4,0,meta-llama/llama-3.3-70b-instruct,Crusoe,standard,false,true,,stop,stop,54,656,,trabalho-deep-learning-mestrado
gen-1765911207-u0zG1cdLOnGsLfhAVmFF,2025-12-16 18:53:27.970,0.001963,,-0.000026,0,0,7950,4,0,meta-llama/llama-3.3-70b-instruct,Crusoe,standard,false,true,,stop,stop,33,621,,trabalho-deep-learning-mestrado
gen-1765911207-VO7LL71hKKhw2JqiwF9W,2025-12-16 18:53:27.367,0.001369,,-0.00003,0,0,5589,4,0,meta-llama/llama-3.3-70b-instruct,Crusoe,standard,false,true,,stop,stop,33,501,,trabalho-deep-learning-mestrado
gen-1765911206-ifeymQhIx6LITky2CF62,2025-12-16 18:53:26.742,0.00127,,-0.00003,0,0,5192,4,0,meta-llama/llama-3.3-70b-instruct,Crusoe,standard,false,true,,stop,stop,46,519,,trabalho-deep-learning-mestrado
gen-1765911206-Kjz9gvrkZmi5Nb5CC9X7,2025-12-16 18:53:26.306,0.000449,,-0.000023,0,0,1878,4,0,meta-llama/llama-3.3-70b-instruct,Crusoe,standard,false,true,,stop,stop,33,347,,trabalho-deep-learning-mestrado
gen-1765911205-OJ1C7kBFW3XqE0lFgLuZ,2025-12-16 18:53:25.604,0.001699,,-0.000026,0,0,6895,4,0,meta-llama/llama-3.3-70b-instruct,Crusoe,standard,false,true,,stop,stop,36,593,,trabalho-deep-learning-mestrado
gen-1765911205-67TwfSTarcFvIdyah4Fy,2025-12-16 18:53:25.039,0.001125,,-0.00003,0,0,4614,4,0,meta-llama/llama-3.3-70b-instruct,Crusoe,standard,false,true,,stop,stop,31,466,,trabalho-deep-learning-mestrado
gen-1765911204-llxlDWtwAwqSkj6H1zgc,2025-12-16 18:53:24.426,0.00138,,-0.00003,0,0,5631,4,0,meta-llama/llama-3.3-70b-instruct,Crusoe,standard,false,true,,stop,stop,38,498,,trabalho-deep-learning-mestrado
gen-1765911203-SEfzit1wdahcGQaTCXwH,2025-12-16 18:53:23.839,0.001314,,-0.00003,0,0,5369,4,0,meta-llama/llama-3.3-70b-instruct,Crusoe,standard,false,true,,stop,stop,30,499,,trabalho-deep-learning-mestrado
gen-1765911203-bklzK8VtrDpRD09fRY3S,2025-12-16 18:53:23.244,0.001227,,-0.00003,0,0,5019,4,0,meta-llama/llama-3.3-70b-instruct,Crusoe,standard,false,true,,stop,stop,33,500,,trabalho-deep-learning-mestrado
gen-1765911202-nokIeeDcblUrvpBRFCVn,2025-12-16 18:53:22.849,0.00033,,-0.000026,0,0,1416,4,0,meta-llama/llama-3.3-70b-instruct,Crusoe,standard,false,true,,stop,stop,32,311,,trabalho-deep-learning-mestrado
gen-1765911202-oBq1uUfJ0x0HILsoze38,2025-12-16 18:53:22.310,0.000976,,-0.000023,0,0,3986,4,0,meta-llama/llama-3.3-70b-instruct,Crusoe,standard,false,true,,stop,stop,35,443,,trabalho-deep-learning-mestrado
gen-1765911201-TFSCeJyzm67300pfbvrI,2025-12-16 18:53:21.486,0.001936,,-0.000026,0,0,7840,4,0,meta-llama/llama-3.3-70b-instruct,Crusoe,standard,false,true,,stop,stop,101,649,,trabalho-deep-learning-mestrado
gen-1765911200-zYpY667rIyPiTdfTN3mF,2025-12-16 18:53:20.804,0.00161,,-0.00003,0,0,6551,4,0,meta-llama/llama-3.3-70b-instruct,Crusoe,standard,false,true,,stop,stop,14,588,,trabalho-deep-learning-mestrado
gen-1765911199-petK2QPHmT4C8TX7DGi6,2025-12-16 18:53:19.955,0.001695,,-0.000023,0,0,6861,4,0,meta-llama/llama-3.3-70b-instruct,Crusoe,standard,false,true,,stop,stop,37,741,,trabalho-deep-learning-mestrado
gen-1765911199-sVtopPtEFSqIL9COSodb,2025-12-16 18:53:19.346,0.001442,,-0.00003,0,0,5882,4,0,meta-llama/llama-3.3-70b-instruct,Crusoe,standard,false,true,,stop,stop,34,515,,trabalho-deep-learning-mestrado
gen-1765911198-6RCZnjvvtbNWY6GXHh7Z,2025-12-16 18:53:18.672,0.001424,,-0.000023,0,0,5780,4,0,meta-llama/llama-3.3-70b-instruct,Crusoe,standard,false,true,,stop,stop,39,577,,trabalho-deep-learning-mestrado
gen-1765911198-DQjTlNgaOwnLS2UeXY5F,2025-12-16 18:53:18.019,0.001277,,-0.00003,0,0,5222,4,0,meta-llama/llama-3.3-70b-instruct,Crusoe,standard,false,true,,stop,stop,34,548,,trabalho-deep-learning-mestrado
gen-1765911196-MFxyfR7RvwglcVFSeqdk,2025-12-16 18:53:16.975,0.001431,,-0.000023,0,0,5808,4,0,meta-llama/llama-3.3-70b-instruct,Crusoe,standard,false,true,,stop,stop,41,936,,trabalho-deep-learning-mestrado
gen-1765911196-bS7s8IeB8JXW72m8f6Mz,2025-12-16 18:53:16.314,0.001158,,-0.00003,0,0,4743,4,0,meta-llama/llama-3.3-70b-instruct,Crusoe,standard,false,true,,stop,stop,37,560,,trabalho-deep-learning-mestrado
gen-1765911195-5ylaxKNSuHVuaHj0z4GV,2025-12-16 18:53:15.618,0.000749,,-0.00003,0,0,3110,4,0,meta-llama/llama-3.3-70b-instruct,Crusoe,standard,false,true,,stop,stop,33,600,,trabalho-deep-learning-mestrado
gen-1765911195-6bVClGJ1N6Fy58BrYgi9,2025-12-16 18:53:15.026,0.000862,,-0.00003,0,0,3562,4,0,meta-llama/llama-3.3-70b-instruct,Crusoe,standard,false,true,,stop,stop,49,438,,trabalho-deep-learning-mestrado
gen-1765911194-I2IZT5W26mMx2ofMJ6PA,2025-12-16 18:53:14.347,0.001707,,-0.00003,0,0,6942,4,0,meta-llama/llama-3.3-70b-instruct,Crusoe,standard,false,true,,stop,stop,33,576,,trabalho-deep-learning-mestrado
gen-1765911193-bJ8f5LyEFixzTEO9Y2mF,2025-12-16 18:53:13.638,0.001909,,-0.00003,0,0,7750,4,0,meta-llama/llama-3.3-70b-instruct,Crusoe,standard,false,true,,stop,stop,25,604,,trabalho-deep-learning-mestrado
gen-1765911192-epK5CnbeJxZGQg5mHxLl,2025-12-16 18:53:12.766,0.002088,,-0.000023,0,0,8436,4,0,meta-llama/llama-3.3-70b-instruct,Crusoe,standard,false,true,,stop,stop,35,770,,trabalho-deep-learning-mestrado
gen-1765911192-PIuZL9O0nzSFQ03UTDc8,2025-12-16 18:53:12.146,0.001387,,-0.00003,0,0,5659,4,0,meta-llama/llama-3.3-70b-instruct,Crusoe,standard,false,true,,stop,stop,32,525,,trabalho-deep-learning-mestrado
gen-1765911191-qh46z3ZAGu4dRQIbQWA2,2025-12-16 18:53:11.431,0.001525,,-0.000023,0,0,6181,4,0,meta-llama/llama-3.3-70b-instruct,Crusoe,standard,false,true,,stop,stop,35,602,,trabalho-deep-learning-mestrado
gen-1765911190-VjCNbDhRTAk9T12p40Bm,2025-12-16 18:53:10.894,0.000584,,-0.00003,0,0,2449,4,0,meta-llama/llama-3.3-70b-instruct,Crusoe,standard,false,true,,stop,stop,33,432,,trabalho-deep-learning-mestrado
gen-1765911190-NjQ3DSQ1fYR7QIRtlfV3,2025-12-16 18:53:10.236,0.001278,,-0.000026,0,0,5211,4,0,meta-llama/llama-3.3-70b-instruct,Crusoe,standard,false,true,,stop,stop,32,543,,trabalho-deep-learning-mestrado
gen-1765911189-vOqgRcagnqCWeMmkglXu,2025-12-16 18:53:09.386,0.001795,,-0.000026,0,0,7279,4,0,meta-llama/llama-3.3-70b-instruct,Crusoe,standard,false,true,,stop,stop,38,726,,trabalho-deep-learning-mestrado
gen-1765911188-aUafMsVxtvAC962MNHNu,2025-12-16 18:53:08.608,0.001531,,-0.00003,0,0,6238,4,0,meta-llama/llama-3.3-70b-instruct,Crusoe,standard,false,true,,stop,stop,35,676,,trabalho-deep-learning-mestrado
gen-1765911186-ab8EAYw4qKG8O4YGW6HN,2025-12-16 18:53:06.057,0.0008,,-0.000026,0,0,3299,4,0,meta-llama/llama-3.3-70b-instruct,Crusoe,standard,false,true,,stop,stop,32,2459,,trabalho-deep-learning-mestrado
gen-1765911185-ZEl85rteFwM4v1yXPa0i,2025-12-16 18:53:05.118,0.001011,,-0.00003,0,0,4155,4,0,meta-llama/llama-3.3-70b-instruct,Crusoe,standard,false,true,,stop,stop,38,841,,trabalho-deep-learning-mestrado
gen-1765911184-6CwKD0ybAi7G4HvWaWzy,2025-12-16 18:53:04.587,0.000964,,-0.00003,0,0,3968,4,0,meta-llama/llama-3.3-70b-instruct,Crusoe,standard,false,true,,stop,stop,33,426,,trabalho-deep-learning-mestrado
gen-1765911183-xHWiEK4KC5r4PnCjv20w,2025-12-16 18:53:03.886,0.001678,,-0.000023,0,0,6795,4,0,meta-llama/llama-3.3-70b-instruct,Crusoe,standard,false,true,,stop,stop,35,602,,trabalho-deep-learning-mestrado
gen-1765911182-S1y3uEPsSTwBbRko2Ajb,2025-12-16 18:53:02.892,0.003107,,-0.000026,0,0,12526,4,0,meta-llama/llama-3.3-70b-instruct,Crusoe,standard,false,true,,stop,stop,32,873,,trabalho-deep-learning-mestrado
gen-1765911182-xBuKjFkhOWtSaSWtMulP,2025-12-16 18:53:02.446,0.000501,,-0.000023,0,0,2086,4,0,meta-llama/llama-3.3-70b-instruct,Crusoe,standard,false,true,,stop,stop,32,342,,trabalho-deep-learning-mestrado
gen-1765911181-QBDbaXBsQ0hCcftjZABV,2025-12-16 18:53:01.720,0.001355,,-0.000026,0,0,5517,4,0,meta-llama/llama-3.3-70b-instruct,Crusoe,standard,false,true,,stop,stop,53,604,,trabalho-deep-learning-mestrado
gen-1765911180-y0aqegMLlwC7pasv9Wvl,2025-12-16 18:53:00.829,0.001549,,-0.000023,0,0,6278,4,0,meta-llama/llama-3.3-70b-instruct,Crusoe,standard,false,true,,stop,stop,31,781,,trabalho-deep-learning-mestrado
gen-1765911180-Q4TaxW45yMUVRphSyB81,2025-12-16 18:53:00.245,0.001214,,-0.000023,0,0,4937,4,0,meta-llama/llama-3.3-70b-instruct,Crusoe,standard,false,true,,stop,stop,28,484,,trabalho-deep-learning-mestrado
gen-1765911179-JelU9qGnWBgreC8M65t6,2025-12-16 18:52:59.670,0.001279,,-0.000026,0,0,5213,4,0,meta-llama/llama-3.3-70b-instruct,Crusoe,standard,false,true,,stop,stop,30,488,,trabalho-deep-learning-mestrado
gen-1765911179-2xxC80fHWwqUGPyhe6h1,2025-12-16 18:52:59.157,0.000828,,-0.000026,0,0,3411,4,0,meta-llama/llama-3.3-70b-instruct,Crusoe,standard,false,true,,stop,stop,29,422,,trabalho-deep-learning-mestrado
gen-1765911178-pUw2nynypzJDYhew0wD2,2025-12-16 18:52:58.646,0.000883,,-0.00003,0,0,3644,4,0,meta-llama/llama-3.3-70b-instruct,Crusoe,standard,false,true,,stop,stop,33,416,,trabalho-deep-learning-mestrado
gen-1765911178-zXiYA662TmDvvfSlMM38,2025-12-16 18:52:58.000,0.001588,,-0.00003,0,0,6466,4,0,meta-llama/llama-3.3-70b-instruct,Crusoe,standard,false,true,,stop,stop,35,549,,trabalho-deep-learning-mestrado
gen-1765911177-PxqUOtAAtIe9jyPb4Bv5,2025-12-16 18:52:57.361,0.001507,,-0.00003,0,0,6140,4,0,meta-llama/llama-3.3-70b-instruct,Crusoe,standard,false,true,,stop,stop,32,536,,trabalho-deep-learning-mestrado
gen-1765911176-1tL3wE1q9AHGLWtmYxBT,2025-12-16 18:52:56.763,0.001206,,-0.00003,0,0,4938,4,0,meta-llama/llama-3.3-70b-instruct,Crusoe,standard,false,true,,stop,stop,34,495,,trabalho-deep-learning-mestrado
gen-1765911176-zrfOckCIEHVtgJSkH8u3,2025-12-16 18:52:56.164,0.001228,,-0.000023,0,0,4994,4,0,meta-llama/llama-3.3-70b-instruct,Crusoe,standard,false,true,,stop,stop,29,488,,trabalho-deep-learning-mestrado
gen-1765911175-tJKl66oo7oUGk8HtTws3,2025-12-16 18:52:55.446,0.001909,,-0.00003,0,0,7750,4,0,meta-llama/llama-3.3-70b-instruct,Crusoe,standard,false,true,,stop,stop,36,610,,trabalho-deep-learning-mestrado
gen-1765911174-zRX6k2uZvNvVdW1XMTAM,2025-12-16 18:52:54.677,0.002123,,-0.000023,0,0,8575,4,0,meta-llama/llama-3.3-70b-instruct,Crusoe,standard,false,true,,stop,stop,32,663,,trabalho-deep-learning-mestrado
gen-1765911174-pofPmb18d1a3RgV1Hydb,2025-12-16 18:52:54.178,0.000648,,-0.000023,0,0,2673,4,0,meta-llama/llama-3.3-70b-instruct,Crusoe,standard,false,true,,stop,stop,34,396,,trabalho-deep-learning-mestrado
gen-1765911173-wD11WBB4PQwvNpPVeLoK,2025-12-16 18:52:53.603,0.001273,,-0.000023,0,0,5176,4,0,meta-llama/llama-3.3-70b-instruct,Crusoe,standard,false,true,,stop,stop,33,482,,trabalho-deep-learning-mestrado
gen-1765911172-p84y2UiRG5Rigcb6x3cG,2025-12-16 18:52:52.991,0.00126,,-0.000023,0,0,5121,4,0,meta-llama/llama-3.3-70b-instruct,Crusoe,standard,false,true,,stop,stop,46,489,,trabalho-deep-learning-mestrado
gen-1765911172-YqkRHafWDycGh1L64wb0,2025-12-16 18:52:52.486,0.000825,,-0.000026,0,0,3398,4,0,meta-llama/llama-3.3-70b-instruct,Crusoe,standard,false,true,,stop,stop,31,399,,trabalho-deep-learning-mestrado
gen-1765911171-paL6K72FymnpGiZwbP3B,2025-12-16 18:52:51.887,0.001299,,-0.00003,0,0,5308,4,0,meta-llama/llama-3.3-70b-instruct,Crusoe,standard,false,true,,stop,stop,33,496,,trabalho-deep-learning-mestrado
gen-1765911171-HmGgguO622ttmzyAYFoc,2025-12-16 18:52:51.357,0.000932,,-0.00003,0,0,3842,4,0,meta-llama/llama-3.3-70b-instruct,Crusoe,standard,false,true,,stop,stop,32,427,,trabalho-deep-learning-mestrado
gen-1765911170-UkKDgaAm9MCO4dU994Wx,2025-12-16 18:52:50.902,0.000244,,-0.000023,0,0,1057,4,0,meta-llama/llama-3.3-70b-instruct,Crusoe,standard,false,true,,stop,stop,78,317,,trabalho-deep-learning-mestrado
gen-1765911170-49qbIw2akyYi1GjoRo9K,2025-12-16 18:52:50.207,0.001601,,-0.00003,0,0,6515,4,0,meta-llama/llama-3.3-70b-instruct,Crusoe,standard,false,true,,stop,stop,28,580,,trabalho-deep-learning-mestrado
gen-1765911169-Zx5MWLaEcs0fvf6WPJR4,2025-12-16 18:52:49.490,0.001928,,-0.000023,0,0,7796,4,0,meta-llama/llama-3.3-70b-instruct,Crusoe,standard,false,true,,stop,stop,33,613,,trabalho-deep-learning-mestrado
gen-1765911168-sF2udOzxHmKvBx6GD6DM,2025-12-16 18:52:48.833,0.001512,,-0.00003,0,0,6161,4,0,meta-llama/llama-3.3-70b-instruct,Crusoe,standard,false,true,,stop,stop,34,546,,trabalho-deep-learning-mestrado
gen-1765911168-yUp4ENNIqFxT99V8N7qO,2025-12-16 18:52:48.216,0.001383,,-0.00003,0,0,5643,4,0,meta-llama/llama-3.3-70b-instruct,Crusoe,standard,false,true,,stop,stop,31,505,,trabalho-deep-learning-mestrado
gen-1765911167-tsBA5fDKOn2HKRnp5h9T,2025-12-16 18:52:47.614,0.001199,,-0.00003,0,0,4910,4,0,meta-llama/llama-3.3-70b-instruct,Crusoe,standard,false,true,,stop,stop,32,508,,trabalho-deep-learning-mestrado
gen-1765911166-tFT0xhOcc7dHZWDF65wi,2025-12-16 18:52:46.919,0.001425,,-0.00003,0,0,5811,4,0,meta-llama/llama-3.3-70b-instruct,Crusoe,standard,false,true,,stop,stop,32,598,,trabalho-deep-learning-mestrado
gen-1765911166-KcqyhLx3KJ2KCzjtRglq,2025-12-16 18:52:46.129,0.001841,,-0.000023,0,0,7445,4,0,meta-llama/llama-3.3-70b-instruct,Crusoe,standard,false,true,,stop,stop,25,684,,trabalho-deep-learning-mestrado
gen-1765911165-MZkefF8MYOF7xxJY7uWv,2025-12-16 18:52:45.731,0.000239,,-0.00003,0,0,1070,4,0,meta-llama/llama-3.3-70b-instruct,Crusoe,standard,false,true,,stop,stop,42,298,,trabalho-deep-learning-mestrado
gen-1765911165-XgcMlPf2QVz80gghwcwa,2025-12-16 18:52:45.120,0.001287,,-0.00003,0,0,5260,4,0,meta-llama/llama-3.3-70b-instruct,Crusoe,standard,false,true,,stop,stop,29,483,,trabalho-deep-learning-mestrado
gen-1765911164-7wdR2EAUtyufPKqIIShf,2025-12-16 18:52:44.469,0.001186,,-0.00003,0,0,4857,4,0,meta-llama/llama-3.3-70b-instruct,Crusoe,standard,false,true,,stop,stop,28,556,,trabalho-deep-learning-mestrado
gen-1765911163-9C1lL5zZ4FFOrIXr5wuD,2025-12-16 18:52:43.864,0.000908,,-0.000023,0,0,3715,4,0,meta-llama/llama-3.3-70b-instruct,Crusoe,standard,false,true,,stop,stop,32,494,,trabalho-deep-learning-mestrado
gen-1765911163-Csrm6kftKLhVyZIw6UQV,2025-12-16 18:52:43.363,0.000647,,-0.00003,0,0,2699,4,0,meta-llama/llama-3.3-70b-instruct,Crusoe,standard,false,true,,stop,stop,31,399,,trabalho-deep-learning-mestrado
gen-1765911162-UZUuhjPpiQO647ig3ZUP,2025-12-16 18:52:42.738,0.001166,,-0.00003,0,0,4778,4,0,meta-llama/llama-3.3-70b-instruct,Crusoe,standard,false,true,,stop,stop,36,520,,trabalho-deep-learning-mestrado
gen-1765911161-kHLq5XL6EWLir6zZqigt,2025-12-16 18:52:41.968,0.001401,,-0.000023,0,0,5686,4,0,meta-llama/llama-3.3-70b-instruct,Crusoe,standard,false,true,,stop,stop,33,669,,trabalho-deep-learning-mestrado
gen-1765911161-n6o71rhBJZbxT27bzisO,2025-12-16 18:52:41.355,0.001289,,-0.00003,0,0,5270,4,0,meta-llama/llama-3.3-70b-instruct,Crusoe,standard,false,true,,stop,stop,37,484,,trabalho-deep-learning-mestrado
gen-1765911160-XEimdFLEHzzjoPHRJDGp,2025-12-16 18:52:40.812,0.000891,,-0.000023,0,0,3646,4,0,meta-llama/llama-3.3-70b-instruct,Crusoe,standard,false,true,,stop,stop,32,450,,trabalho-deep-learning-mestrado
gen-1765911160-kchRGKlp2uJLHJQWufVU,2025-12-16 18:52:40.093,0.001469,,-0.00003,0,0,5987,4,0,meta-llama/llama-3.3-70b-instruct,Crusoe,standard,false,true,,stop,stop,31,517,,trabalho-deep-learning-mestrado
gen-1765911159-t0IGI9T9F8WmRYUC9LAS,2025-12-16 18:52:39.547,0.000997,,-0.000023,0,0,4071,4,0,meta-llama/llama-3.3-70b-instruct,Crusoe,standard,false,true,,stop,stop,28,455,,trabalho-deep-learning-mestrado
gen-1765911158-yMUQajJN3YZj3KaeKQ0G,2025-12-16 18:52:38.911,0.001523,,-0.00003,0,0,6204,4,0,meta-llama/llama-3.3-70b-instruct,Crusoe,standard,false,true,,stop,stop,33,532,,trabalho-deep-learning-mestrado
gen-1765911158-zBJQMIIj9AaOxqykqdnE,2025-12-16 18:52:38.180,0.00193,,-0.000023,0,0,7804,4,0,meta-llama/llama-3.3-70b-instruct,Crusoe,standard,false,true,,stop,stop,29,618,,trabalho-deep-learning-mestrado
gen-1765911157-sU5pzAo5xy68QUCTbxgE,2025-12-16 18:52:37.350,0.002206,,-0.000023,0,0,8907,4,0,meta-llama/llama-3.3-70b-instruct,Crusoe,standard,false,true,,stop,stop,27,716,,trabalho-deep-learning-mestrado
